ablation_group,balanced_accuracy,candidate_count,component,confusion_matrix,display_name_cn,feature_family,leakage_safe,mae,metric_direction,model_mode,mrr,negative_similarity_mean,nrmse,nrmse_normalization,per_class_f1,per_class_precision,per_class_recall,persistence_improvement_rate,persistence_rmse,positive_similarity_mean,primary_metric_name,primary_metric_value,protocol,seed,skipped_fold_count,skipped_reason,source_variant,split_strategy,status,task_name,task_type,top1_accuracy,top3_accuracy,top5_accuracy,valid_fold_count,valid_query_count,variant_name
model_backbone,,,remove_semantic_event_fusion,,移除语义事件融合,fused_only,True,699.0113789670628,lower_is_better,learned,,,0.3664274004673949,target_range,,,,-3.245832410154959,201.4895651832178,,rmse,855.4909261629363,leakage_safe_v1,71,0,,g_min,leave_one_sortie_out,completed,T2_next_window_physiology_response,regression,,,,2,,remove_semantic_event_fusion
model_backbone,,,remove_semantic_event_fusion,,移除语义事件融合,fused_only,True,689.147044290209,lower_is_better,learned,,,0.3520091540444815,target_range,,,,-3.07876668886359,201.4895651832178,,rmse,821.8289266229177,leakage_safe_v1,97,0,,g_min,leave_one_view_out,completed,T2_next_window_physiology_response,regression,,,,3,,remove_semantic_event_fusion
model_backbone,,,remove_semantic_event_fusion,,移除语义事件融合,fused_only,True,699.0113789670628,lower_is_better,learned,,,0.3664274004673949,target_range,,,,-3.245832410154959,201.4895651832178,,rmse,855.4909261629363,leakage_safe_v1,97,0,,g_min,leave_one_sortie_out,completed,T2_next_window_physiology_response,regression,,,,2,,remove_semantic_event_fusion
model_backbone,,8140,remove_semantic_event_fusion,,移除语义事件融合,fused_only,True,,higher_is_better,learned,0.011029329630689597,0.4494935193547308,,,,,,,,0.10829564425590876,top1_accuracy,0.0,leakage_safe_v1,17,37,,g_min,candidate_pool,completed,T3_paired_pilot_window_retrieval,retrieval,0.0,0.0,0.0,1,74,remove_semantic_event_fusion
model_backbone,,8140,remove_semantic_event_fusion,,移除语义事件融合,fused_only,True,,higher_is_better,learned,0.011029329630689597,0.4494935193547308,,,,,,,,0.10829564425590876,top1_accuracy,0.0,leakage_safe_v1,29,37,,g_min,candidate_pool,completed,T3_paired_pilot_window_retrieval,retrieval,0.0,0.0,0.0,1,74,remove_semantic_event_fusion
model_backbone,,8140,remove_semantic_event_fusion,,移除语义事件融合,fused_only,True,,higher_is_better,learned,0.011029329630689597,0.4494935193547308,,,,,,,,0.10829564425590876,top1_accuracy,0.0,leakage_safe_v1,43,37,,g_min,candidate_pool,completed,T3_paired_pilot_window_retrieval,retrieval,0.0,0.0,0.0,1,74,remove_semantic_event_fusion
model_backbone,,8140,remove_semantic_event_fusion,,移除语义事件融合,fused_only,True,,higher_is_better,learned,0.011029329630689597,0.4494935193547308,,,,,,,,0.10829564425590876,top1_accuracy,0.0,leakage_safe_v1,71,37,,g_min,candidate_pool,completed,T3_paired_pilot_window_retrieval,retrieval,0.0,0.0,0.0,1,74,remove_semantic_event_fusion
model_backbone,,8140,remove_semantic_event_fusion,,移除语义事件融合,fused_only,True,,higher_is_better,learned,0.011029329630689597,0.4494935193547308,,,,,,,,0.10829564425590876,top1_accuracy,0.0,leakage_safe_v1,97,37,,g_min,candidate_pool,completed,T3_paired_pilot_window_retrieval,retrieval,0.0,0.0,0.0,1,74,remove_semantic_event_fusion
model_backbone,0.3333333333333333,,full_model,"[[39, 0, 0], [36, 0, 0], [36, 0, 0]]",完整方案,full_safe,True,,higher_is_better,learned,,,,,"{""low"": 0.52, ""medium"": 0.0, ""high"": 0.0}","{""low"": 0.35135135135135137, ""medium"": 0.0, ""high"": 0.0}","{""low"": 1.0, ""medium"": 0.0, ""high"": 0.0}",,,,macro_f1,0.17333333333333334,leakage_safe_v1,17,0,,chronaris_opt,leave_one_view_out,completed,T1_maneuver_intensity_class,classification,,,,3,,full_model
model_backbone,0.3333333333333333,,full_model,"[[39, 0, 0], [36, 0, 0], [36, 0, 0]]",完整方案,full_safe,True,,higher_is_better,learned,,,,,"{""low"": 0.52, ""medium"": 0.0, ""high"": 0.0}","{""low"": 0.35135135135135137, ""medium"": 0.0, ""high"": 0.0}","{""low"": 1.0, ""medium"": 0.0, ""high"": 0.0}",,,,macro_f1,0.17333333333333334,leakage_safe_v1,17,0,,chronaris_opt,leave_one_sortie_out,completed,T1_maneuver_intensity_class,classification,,,,2,,full_model
model_backbone,0.3333333333333333,,full_model,"[[39, 0, 0], [36, 0, 0], [36, 0, 0]]",完整方案,full_safe,True,,higher_is_better,learned,,,,,"{""low"": 0.52, ""medium"": 0.0, ""high"": 0.0}","{""low"": 0.35135135135135137, ""medium"": 0.0, ""high"": 0.0}","{""low"": 1.0, ""medium"": 0.0, ""high"": 0.0}",,,,macro_f1,0.17333333333333334,leakage_safe_v1,29,0,,chronaris_opt,leave_one_view_out,completed,T1_maneuver_intensity_class,classification,,,,3,,full_model
model_backbone,0.3333333333333333,,full_model,"[[39, 0, 0], [36, 0, 0], [36, 0, 0]]",完整方案,full_safe,True,,higher_is_better,learned,,,,,"{""low"": 0.52, ""medium"": 0.0, ""high"": 0.0}","{""low"": 0.35135135135135137, ""medium"": 0.0, ""high"": 0.0}","{""low"": 1.0, ""medium"": 0.0, ""high"": 0.0}",,,,macro_f1,0.17333333333333334,leakage_safe_v1,29,0,,chronaris_opt,leave_one_sortie_out,completed,T1_maneuver_intensity_class,classification,,,,2,,full_model
model_backbone,0.3333333333333333,,full_model,"[[39, 0, 0], [36, 0, 0], [36, 0, 0]]",完整方案,full_safe,True,,higher_is_better,learned,,,,,"{""low"": 0.52, ""medium"": 0.0, ""high"": 0.0}","{""low"": 0.35135135135135137, ""medium"": 0.0, ""high"": 0.0}","{""low"": 1.0, ""medium"": 0.0, ""high"": 0.0}",,,,macro_f1,0.17333333333333334,leakage_safe_v1,43,0,,chronaris_opt,leave_one_view_out,completed,T1_maneuver_intensity_class,classification,,,,3,,full_model
model_backbone,0.3333333333333333,,full_model,"[[39, 0, 0], [36, 0, 0], [36, 0, 0]]",完整方案,full_safe,True,,higher_is_better,learned,,,,,"{""low"": 0.52, ""medium"": 0.0, ""high"": 0.0}","{""low"": 0.35135135135135137, ""medium"": 0.0, ""high"": 0.0}","{""low"": 1.0, ""medium"": 0.0, ""high"": 0.0}",,,,macro_f1,0.17333333333333334,leakage_safe_v1,43,0,,chronaris_opt,leave_one_sortie_out,completed,T1_maneuver_intensity_class,classification,,,,2,,full_model
model_backbone,0.3333333333333333,,full_model,"[[39, 0, 0], [36, 0, 0], [36, 0, 0]]",完整方案,full_safe,True,,higher_is_better,learned,,,,,"{""low"": 0.52, ""medium"": 0.0, ""high"": 0.0}","{""low"": 0.35135135135135137, ""medium"": 0.0, ""high"": 0.0}","{""low"": 1.0, ""medium"": 0.0, ""high"": 0.0}",,,,macro_f1,0.17333333333333334,leakage_safe_v1,71,0,,chronaris_opt,leave_one_view_out,completed,T1_maneuver_intensity_class,classification,,,,3,,full_model
model_backbone,0.3333333333333333,,full_model,"[[39, 0, 0], [36, 0, 0], [36, 0, 0]]",完整方案,full_safe,True,,higher_is_better,learned,,,,,"{""low"": 0.52, ""medium"": 0.0, ""high"": 0.0}","{""low"": 0.35135135135135137, ""medium"": 0.0, ""high"": 0.0}","{""low"": 1.0, ""medium"": 0.0, ""high"": 0.0}",,,,macro_f1,0.17333333333333334,leakage_safe_v1,71,0,,chronaris_opt,leave_one_sortie_out,completed,T1_maneuver_intensity_class,classification,,,,2,,full_model
model_backbone,0.3333333333333333,,full_model,"[[39, 0, 0], [36, 0, 0], [36, 0, 0]]",完整方案,full_safe,True,,higher_is_better,learned,,,,,"{""low"": 0.52, ""medium"": 0.0, ""high"": 0.0}","{""low"": 0.35135135135135137, ""medium"": 0.0, ""high"": 0.0}","{""low"": 1.0, ""medium"": 0.0, ""high"": 0.0}",,,,macro_f1,0.17333333333333334,leakage_safe_v1,97,0,,chronaris_opt,leave_one_view_out,completed,T1_maneuver_intensity_class,classification,,,,3,,full_model
model_backbone,0.3333333333333333,,full_model,"[[39, 0, 0], [36, 0, 0], [36, 0, 0]]",完整方案,full_safe,True,,higher_is_better,learned,,,,,"{""low"": 0.52, ""medium"": 0.0, ""high"": 0.0}","{""low"": 0.35135135135135137, ""medium"": 0.0, ""high"": 0.0}","{""low"": 1.0, ""medium"": 0.0, ""high"": 0.0}",,,,macro_f1,0.17333333333333334,leakage_safe_v1,97,0,,chronaris_opt,leave_one_sortie_out,completed,T1_maneuver_intensity_class,classification,,,,2,,full_model
model_backbone,,,full_model,,完整方案,full_safe,True,762.5578999733826,lower_is_better,learned,,,0.3695127256456088,target_range,,,,-3.281582393973904,201.4895651832178,,rmse,862.6941748579226,leakage_safe_v1,17,0,,chronaris_opt,leave_one_view_out,completed,T2_next_window_physiology_response,regression,,,,3,,full_model
model_backbone,,,full_model,,完整方案,full_safe,True,1209.608952730448,lower_is_better,learned,,,0.6007375034717971,target_range,,,,-5.960807949904092,201.4895651832178,,rmse,1402.5301671500613,leakage_safe_v1,17,0,,chronaris_opt,leave_one_sortie_out,completed,T2_next_window_physiology_response,regression,,,,2,,full_model
model_backbone,,,full_model,,完整方案,full_safe,True,762.5578999733826,lower_is_better,learned,,,0.3695127256456088,target_range,,,,-3.281582393973904,201.4895651832178,,rmse,862.6941748579226,leakage_safe_v1,29,0,,chronaris_opt,leave_one_view_out,completed,T2_next_window_physiology_response,regression,,,,3,,full_model
model_backbone,,,full_model,,完整方案,full_safe,True,1209.608952730448,lower_is_better,learned,,,0.6007375034717971,target_range,,,,-5.960807949904092,201.4895651832178,,rmse,1402.5301671500613,leakage_safe_v1,29,0,,chronaris_opt,leave_one_sortie_out,completed,T2_next_window_physiology_response,regression,,,,2,,full_model
model_backbone,,,full_model,,完整方案,full_safe,True,762.5578999733826,lower_is_better,learned,,,0.3695127256456088,target_range,,,,-3.281582393973904,201.4895651832178,,rmse,862.6941748579226,leakage_safe_v1,43,0,,chronaris_opt,leave_one_view_out,completed,T2_next_window_physiology_response,regression,,,,3,,full_model
model_backbone,,,full_model,,完整方案,full_safe,True,1209.608952730448,lower_is_better,learned,,,0.6007375034717971,target_range,,,,-5.960807949904092,201.4895651832178,,rmse,1402.5301671500613,leakage_safe_v1,43,0,,chronaris_opt,leave_one_sortie_out,completed,T2_next_window_physiology_response,regression,,,,2,,full_model
model_backbone,,,full_model,,完整方案,full_safe,True,762.5578999733826,lower_is_better,learned,,,0.3695127256456088,target_range,,,,-3.281582393973904,201.4895651832178,,rmse,862.6941748579226,leakage_safe_v1,71,0,,chronaris_opt,leave_one_view_out,completed,T2_next_window_physiology_response,regression,,,,3,,full_model
model_backbone,,,full_model,,完整方案,full_safe,True,1209.608952730448,lower_is_better,learned,,,0.6007375034717971,target_range,,,,-5.960807949904092,201.4895651832178,,rmse,1402.5301671500613,leakage_safe_v1,71,0,,chronaris_opt,leave_one_sortie_out,completed,T2_next_window_physiology_response,regression,,,,2,,full_model
model_backbone,,,full_model,,完整方案,full_safe,True,762.5578999733826,lower_is_better,learned,,,0.3695127256456088,target_range,,,,-3.281582393973904,201.4895651832178,,rmse,862.6941748579226,leakage_safe_v1,97,0,,chronaris_opt,leave_one_view_out,completed,T2_next_window_physiology_response,regression,,,,3,,full_model
model_backbone,,,full_model,,完整方案,full_safe,True,1209.608952730448,lower_is_better,learned,,,0.6007375034717971,target_range,,,,-5.960807949904092,201.4895651832178,,rmse,1402.5301671500613,leakage_safe_v1,97,0,,chronaris_opt,leave_one_sortie_out,completed,T2_next_window_physiology_response,regression,,,,2,,full_model
model_backbone,,8140,full_model,,完整方案,full_safe,True,,higher_is_better,learned,0.011418705429270563,0.4485188292331593,,,,,,,,0.10666954074357007,top1_accuracy,0.0,leakage_safe_v1,17,37,,chronaris_opt,candidate_pool,completed,T3_paired_pilot_window_retrieval,retrieval,0.0,0.0,0.0,1,74,full_model
model_backbone,,8140,full_model,,完整方案,full_safe,True,,higher_is_better,learned,0.011418705429270563,0.4485188292331593,,,,,,,,0.10666954074357007,top1_accuracy,0.0,leakage_safe_v1,29,37,,chronaris_opt,candidate_pool,completed,T3_paired_pilot_window_retrieval,retrieval,0.0,0.0,0.0,1,74,full_model
model_backbone,,8140,full_model,,完整方案,full_safe,True,,higher_is_better,learned,0.011418705429270563,0.4485188292331593,,,,,,,,0.10666954074357007,top1_accuracy,0.0,leakage_safe_v1,43,37,,chronaris_opt,candidate_pool,completed,T3_paired_pilot_window_retrieval,retrieval,0.0,0.0,0.0,1,74,full_model
model_backbone,,8140,full_model,,完整方案,full_safe,True,,higher_is_better,learned,0.011418705429270563,0.4485188292331593,,,,,,,,0.10666954074357007,top1_accuracy,0.0,leakage_safe_v1,71,37,,chronaris_opt,candidate_pool,completed,T3_paired_pilot_window_retrieval,retrieval,0.0,0.0,0.0,1,74,full_model
model_backbone,,8140,full_model,,完整方案,full_safe,True,,higher_is_better,learned,0.011418705429270563,0.4485188292331593,,,,,,,,0.10666954074357007,top1_accuracy,0.0,leakage_safe_v1,97,37,,chronaris_opt,candidate_pool,completed,T3_paired_pilot_window_retrieval,retrieval,0.0,0.0,0.0,1,74,full_model
task_adapter,0.3333333333333333,,full_task_input,"[[39, 0, 0], [36, 0, 0], [36, 0, 0]]",完整leakage-safe任务输入,full_safe,True,,higher_is_better,learned,,,,,"{""low"": 0.52, ""medium"": 0.0, ""high"": 0.0}","{""low"": 0.35135135135135137, ""medium"": 0.0, ""high"": 0.0}","{""low"": 1.0, ""medium"": 0.0, ""high"": 0.0}",,,,macro_f1,0.17333333333333334,leakage_safe_v1,17,0,,chronaris_opt,leave_one_view_out,completed,T1_maneuver_intensity_class,classification,,,,3,,full_leakage_safe_task_input
task_adapter,0.3333333333333333,,full_task_input,"[[39, 0, 0], [36, 0, 0], [36, 0, 0]]",完整leakage-safe任务输入,full_safe,True,,higher_is_better,learned,,,,,"{""low"": 0.52, ""medium"": 0.0, ""high"": 0.0}","{""low"": 0.35135135135135137, ""medium"": 0.0, ""high"": 0.0}","{""low"": 1.0, ""medium"": 0.0, ""high"": 0.0}",,,,macro_f1,0.17333333333333334,leakage_safe_v1,17,0,,chronaris_opt,leave_one_sortie_out,completed,T1_maneuver_intensity_class,classification,,,,2,,full_leakage_safe_task_input
task_adapter,0.3333333333333333,,full_task_input,"[[39, 0, 0], [36, 0, 0], [36, 0, 0]]",完整leakage-safe任务输入,full_safe,True,,higher_is_better,learned,,,,,"{""low"": 0.52, ""medium"": 0.0, ""high"": 0.0}","{""low"": 0.35135135135135137, ""medium"": 0.0, ""high"": 0.0}","{""low"": 1.0, ""medium"": 0.0, ""high"": 0.0}",,,,macro_f1,0.17333333333333334,leakage_safe_v1,29,0,,chronaris_opt,leave_one_view_out,completed,T1_maneuver_intensity_class,classification,,,,3,,full_leakage_safe_task_input
task_adapter,0.3333333333333333,,full_task_input,"[[39, 0, 0], [36, 0, 0], [36, 0, 0]]",完整leakage-safe任务输入,full_safe,True,,higher_is_better,learned,,,,,"{""low"": 0.52, ""medium"": 0.0, ""high"": 0.0}","{""low"": 0.35135135135135137, ""medium"": 0.0, ""high"": 0.0}","{""low"": 1.0, ""medium"": 0.0, ""high"": 0.0}",,,,macro_f1,0.17333333333333334,leakage_safe_v1,29,0,,chronaris_opt,leave_one_sortie_out,completed,T1_maneuver_intensity_class,classification,,,,2,,full_leakage_safe_task_input
task_adapter,0.3333333333333333,,full_task_input,"[[39, 0, 0], [36, 0, 0], [36, 0, 0]]",完整leakage-safe任务输入,full_safe,True,,higher_is_better,learned,,,,,"{""low"": 0.52, ""medium"": 0.0, ""high"": 0.0}","{""low"": 0.35135135135135137, ""medium"": 0.0, ""high"": 0.0}","{""low"": 1.0, ""medium"": 0.0, ""high"": 0.0}",,,,macro_f1,0.17333333333333334,leakage_safe_v1,43,0,,chronaris_opt,leave_one_view_out,completed,T1_maneuver_intensity_class,classification,,,,3,,full_leakage_safe_task_input
task_adapter,0.3333333333333333,,full_task_input,"[[39, 0, 0], [36, 0, 0], [36, 0, 0]]",完整leakage-safe任务输入,full_safe,True,,higher_is_better,learned,,,,,"{""low"": 0.52, ""medium"": 0.0, ""high"": 0.0}","{""low"": 0.35135135135135137, ""medium"": 0.0, ""high"": 0.0}","{""low"": 1.0, ""medium"": 0.0, ""high"": 0.0}",,,,macro_f1,0.17333333333333334,leakage_safe_v1,43,0,,chronaris_opt,leave_one_sortie_out,completed,T1_maneuver_intensity_class,classification,,,,2,,full_leakage_safe_task_input
task_adapter,0.3333333333333333,,full_task_input,"[[39, 0, 0], [36, 0, 0], [36, 0, 0]]",完整leakage-safe任务输入,full_safe,True,,higher_is_better,learned,,,,,"{""low"": 0.52, ""medium"": 0.0, ""high"": 0.0}","{""low"": 0.35135135135135137, ""medium"": 0.0, ""high"": 0.0}","{""low"": 1.0, ""medium"": 0.0, ""high"": 0.0}",,,,macro_f1,0.17333333333333334,leakage_safe_v1,71,0,,chronaris_opt,leave_one_view_out,completed,T1_maneuver_intensity_class,classification,,,,3,,full_leakage_safe_task_input
task_adapter,0.3333333333333333,,full_task_input,"[[39, 0, 0], [36, 0, 0], [36, 0, 0]]",完整leakage-safe任务输入,full_safe,True,,higher_is_better,learned,,,,,"{""low"": 0.52, ""medium"": 0.0, ""high"": 0.0}","{""low"": 0.35135135135135137, ""medium"": 0.0, ""high"": 0.0}","{""low"": 1.0, ""medium"": 0.0, ""high"": 0.0}",,,,macro_f1,0.17333333333333334,leakage_safe_v1,71,0,,chronaris_opt,leave_one_sortie_out,completed,T1_maneuver_intensity_class,classification,,,,2,,full_leakage_safe_task_input
task_adapter,0.3333333333333333,,full_task_input,"[[39, 0, 0], [36, 0, 0], [36, 0, 0]]",完整leakage-safe任务输入,full_safe,True,,higher_is_better,learned,,,,,"{""low"": 0.52, ""medium"": 0.0, ""high"": 0.0}","{""low"": 0.35135135135135137, ""medium"": 0.0, ""high"": 0.0}","{""low"": 1.0, ""medium"": 0.0, ""high"": 0.0}",,,,macro_f1,0.17333333333333334,leakage_safe_v1,97,0,,chronaris_opt,leave_one_view_out,completed,T1_maneuver_intensity_class,classification,,,,3,,full_leakage_safe_task_input
task_adapter,0.3333333333333333,,full_task_input,"[[39, 0, 0], [36, 0, 0], [36, 0, 0]]",完整leakage-safe任务输入,full_safe,True,,higher_is_better,learned,,,,,"{""low"": 0.52, ""medium"": 0.0, ""high"": 0.0}","{""low"": 0.35135135135135137, ""medium"": 0.0, ""high"": 0.0}","{""low"": 1.0, ""medium"": 0.0, ""high"": 0.0}",,,,macro_f1,0.17333333333333334,leakage_safe_v1,97,0,,chronaris_opt,leave_one_sortie_out,completed,T1_maneuver_intensity_class,classification,,,,2,,full_leakage_safe_task_input
task_adapter,,,full_task_input,,完整leakage-safe任务输入,full_safe,True,762.5578999733826,lower_is_better,learned,,,0.3695127256456088,target_range,,,,-3.281582393973904,201.4895651832178,,rmse,862.6941748579226,leakage_safe_v1,17,0,,chronaris_opt,leave_one_view_out,completed,T2_next_window_physiology_response,regression,,,,3,,full_leakage_safe_task_input
task_adapter,,,full_task_input,,完整leakage-safe任务输入,full_safe,True,1209.608952730448,lower_is_better,learned,,,0.6007375034717971,target_range,,,,-5.960807949904092,201.4895651832178,,rmse,1402.5301671500613,leakage_safe_v1,17,0,,chronaris_opt,leave_one_sortie_out,completed,T2_next_window_physiology_response,regression,,,,2,,full_leakage_safe_task_input
task_adapter,,,full_task_input,,完整leakage-safe任务输入,full_safe,True,762.5578999733826,lower_is_better,learned,,,0.3695127256456088,target_range,,,,-3.281582393973904,201.4895651832178,,rmse,862.6941748579226,leakage_safe_v1,29,0,,chronaris_opt,leave_one_view_out,completed,T2_next_window_physiology_response,regression,,,,3,,full_leakage_safe_task_input
task_adapter,,,full_task_input,,完整leakage-safe任务输入,full_safe,True,1209.608952730448,lower_is_better,learned,,,0.6007375034717971,target_range,,,,-5.960807949904092,201.4895651832178,,rmse,1402.5301671500613,leakage_safe_v1,29,0,,chronaris_opt,leave_one_sortie_out,completed,T2_next_window_physiology_response,regression,,,,2,,full_leakage_safe_task_input
task_adapter,,,full_task_input,,完整leakage-safe任务输入,full_safe,True,762.5578999733826,lower_is_better,learned,,,0.3695127256456088,target_range,,,,-3.281582393973904,201.4895651832178,,rmse,862.6941748579226,leakage_safe_v1,43,0,,chronaris_opt,leave_one_view_out,completed,T2_next_window_physiology_response,regression,,,,3,,full_leakage_safe_task_input
task_adapter,,,full_task_input,,完整leakage-safe任务输入,full_safe,True,1209.608952730448,lower_is_better,learned,,,0.6007375034717971,target_range,,,,-5.960807949904092,201.4895651832178,,rmse,1402.5301671500613,leakage_safe_v1,43,0,,chronaris_opt,leave_one_sortie_out,completed,T2_next_window_physiology_response,regression,,,,2,,full_leakage_safe_task_input
task_adapter,,,full_task_input,,完整leakage-safe任务输入,full_safe,True,762.5578999733826,lower_is_better,learned,,,0.3695127256456088,target_range,,,,-3.281582393973904,201.4895651832178,,rmse,862.6941748579226,leakage_safe_v1,71,0,,chronaris_opt,leave_one_view_out,completed,T2_next_window_physiology_response,regression,,,,3,,full_leakage_safe_task_input
task_adapter,,,full_task_input,,完整leakage-safe任务输入,full_safe,True,1209.608952730448,lower_is_better,learned,,,0.6007375034717971,target_range,,,,-5.960807949904092,201.4895651832178,,rmse,1402.5301671500613,leakage_safe_v1,71,0,,chronaris_opt,leave_one_sortie_out,completed,T2_next_window_physiology_response,regression,,,,2,,full_leakage_safe_task_input
task_adapter,,,full_task_input,,完整leakage-safe任务输入,full_safe,True,762.5578999733826,lower_is_better,learned,,,0.3695127256456088,target_range,,,,-3.281582393973904,201.4895651832178,,rmse,862.6941748579226,leakage_safe_v1,97,0,,chronaris_opt,leave_one_view_out,completed,T2_next_window_physiology_response,regression,,,,3,,full_leakage_safe_task_input
task_adapter,,,full_task_input,,完整leakage-safe任务输入,full_safe,True,1209.608952730448,lower_is_better,learned,,,0.6007375034717971,target_range,,,,-5.960807949904092,201.4895651832178,,rmse,1402.5301671500613,leakage_safe_v1,97,0,,chronaris_opt,leave_one_sortie_out,completed,T2_next_window_physiology_response,regression,,,,2,,full_leakage_safe_task_input
task_adapter,,8140,full_task_input,,完整leakage-safe任务输入,full_safe,True,,higher_is_better,learned,0.011418705429270563,0.4485188292331593,,,,,,,,0.10666954074357007,top1_accuracy,0.0,leakage_safe_v1,17,37,,chronaris_opt,candidate_pool,completed,T3_paired_pilot_window_retrieval,retrieval,0.0,0.0,0.0,1,74,full_leakage_safe_task_input
task_adapter,,8140,full_task_input,,完整leakage-safe任务输入,full_safe,True,,higher_is_better,learned,0.011418705429270563,0.4485188292331593,,,,,,,,0.10666954074357007,top1_accuracy,0.0,leakage_safe_v1,29,37,,chronaris_opt,candidate_pool,completed,T3_paired_pilot_window_retrieval,retrieval,0.0,0.0,0.0,1,74,full_leakage_safe_task_input
task_adapter,,8140,full_task_input,,完整leakage-safe任务输入,full_safe,True,,higher_is_better,learned,0.011418705429270563,0.4485188292331593,,,,,,,,0.10666954074357007,top1_accuracy,0.0,leakage_safe_v1,43,37,,chronaris_opt,candidate_pool,completed,T3_paired_pilot_window_retrieval,retrieval,0.0,0.0,0.0,1,74,full_leakage_safe_task_input
task_adapter,,8140,full_task_input,,完整leakage-safe任务输入,full_safe,True,,higher_is_better,learned,0.011418705429270563,0.4485188292331593,,,,,,,,0.10666954074357007,top1_accuracy,0.0,leakage_safe_v1,71,37,,chronaris_opt,candidate_pool,completed,T3_paired_pilot_window_retrieval,retrieval,0.0,0.0,0.0,1,74,full_leakage_safe_task_input
task_adapter,,8140,full_task_input,,完整leakage-safe任务输入,full_safe,True,,higher_is_better,learned,0.011418705429270563,0.4485188292331593,,,,,,,,0.10666954074357007,top1_accuracy,0.0,leakage_safe_v1,97,37,,chronaris_opt,candidate_pool,completed,T3_paired_pilot_window_retrieval,retrieval,0.0,0.0,0.0,1,74,full_leakage_safe_task_input
task_adapter,0.3333333333333333,,remove_task_head,"[[39, 0, 0], [36, 0, 0], [36, 0, 0]]",移除任务头,full_safe,True,,higher_is_better,no_task_head,,,,,"{""low"": 0.52, ""medium"": 0.0, ""high"": 0.0}","{""low"": 0.35135135135135137, ""medium"": 0.0, ""high"": 0.0}","{""low"": 1.0, ""medium"": 0.0, ""high"": 0.0}",,,,macro_f1,0.17333333333333334,leakage_safe_v1,17,0,,chronaris_opt,leave_one_view_out,completed,T1_maneuver_intensity_class,classification,,,,3,,remove_task_head
task_adapter,0.3333333333333333,,remove_task_head,"[[39, 0, 0], [36, 0, 0], [36, 0, 0]]",移除任务头,full_safe,True,,higher_is_better,no_task_head,,,,,"{""low"": 0.52, ""medium"": 0.0, ""high"": 0.0}","{""low"": 0.35135135135135137, ""medium"": 0.0, ""high"": 0.0}","{""low"": 1.0, ""medium"": 0.0, ""high"": 0.0}",,,,macro_f1,0.17333333333333334,leakage_safe_v1,17,0,,chronaris_opt,leave_one_sortie_out,completed,T1_maneuver_intensity_class,classification,,,,2,,remove_task_head
task_adapter,0.3333333333333333,,remove_task_head,"[[39, 0, 0], [36, 0, 0], [36, 0, 0]]",移除任务头,full_safe,True,,higher_is_better,no_task_head,,,,,"{""low"": 0.52, ""medium"": 0.0, ""high"": 0.0}","{""low"": 0.35135135135135137, ""medium"": 0.0, ""high"": 0.0}","{""low"": 1.0, ""medium"": 0.0, ""high"": 0.0}",,,,macro_f1,0.17333333333333334,leakage_safe_v1,29,0,,chronaris_opt,leave_one_view_out,completed,T1_maneuver_intensity_class,classification,,,,3,,remove_task_head
task_adapter,0.3333333333333333,,remove_task_head,"[[39, 0, 0], [36, 0, 0], [36, 0, 0]]",移除任务头,full_safe,True,,higher_is_better,no_task_head,,,,,"{""low"": 0.52, ""medium"": 0.0, ""high"": 0.0}","{""low"": 0.35135135135135137, ""medium"": 0.0, ""high"": 0.0}","{""low"": 1.0, ""medium"": 0.0, ""high"": 0.0}",,,,macro_f1,0.17333333333333334,leakage_safe_v1,29,0,,chronaris_opt,leave_one_sortie_out,completed,T1_maneuver_intensity_class,classification,,,,2,,remove_task_head
task_adapter,0.3333333333333333,,remove_task_head,"[[39, 0, 0], [36, 0, 0], [36, 0, 0]]",移除任务头,full_safe,True,,higher_is_better,no_task_head,,,,,"{""low"": 0.52, ""medium"": 0.0, ""high"": 0.0}","{""low"": 0.35135135135135137, ""medium"": 0.0, ""high"": 0.0}","{""low"": 1.0, ""medium"": 0.0, ""high"": 0.0}",,,,macro_f1,0.17333333333333334,leakage_safe_v1,43,0,,chronaris_opt,leave_one_view_out,completed,T1_maneuver_intensity_class,classification,,,,3,,remove_task_head
task_adapter,0.3333333333333333,,remove_task_head,"[[39, 0, 0], [36, 0, 0], [36, 0, 0]]",移除任务头,full_safe,True,,higher_is_better,no_task_head,,,,,"{""low"": 0.52, ""medium"": 0.0, ""high"": 0.0}","{""low"": 0.35135135135135137, ""medium"": 0.0, ""high"": 0.0}","{""low"": 1.0, ""medium"": 0.0, ""high"": 0.0}",,,,macro_f1,0.17333333333333334,leakage_safe_v1,43,0,,chronaris_opt,leave_one_sortie_out,completed,T1_maneuver_intensity_class,classification,,,,2,,remove_task_head
task_adapter,0.3333333333333333,,remove_task_head,"[[39, 0, 0], [36, 0, 0], [36, 0, 0]]",移除任务头,full_safe,True,,higher_is_better,no_task_head,,,,,"{""low"": 0.52, ""medium"": 0.0, ""high"": 0.0}","{""low"": 0.35135135135135137, ""medium"": 0.0, ""high"": 0.0}","{""low"": 1.0, ""medium"": 0.0, ""high"": 0.0}",,,,macro_f1,0.17333333333333334,leakage_safe_v1,71,0,,chronaris_opt,leave_one_view_out,completed,T1_maneuver_intensity_class,classification,,,,3,,remove_task_head
